algorithm,n_nodes,c,seed,total_time,K,history
high_thetas,600,20,1,0.0478,92,"[[600, 0.0], [300, 0.0014], [150, 0.0045], [112, 0.0107], [93, 0.0226], [92, 0.0478], [92, 0.0478]]"
betweenness,600,20,2,1.1646,308,"[[600, 0.0], [308, 0.2888], [308, 1.1646]]"
degree,600,20,2,0.0078,306,"[[600, 0.0], [306, 0.002], [306, 0.0078]]"
degree_connected,600,20,2,0.3378,306,"[[600, 0.0], [306, 0.0835], [306, 0.3378]]"
degree_discount,600,20,2,0.0509,325,"[[600, 0.0], [327, 0.0087], [325, 0.0177], [325, 0.0509]]"
degree_threshold,600,20,2,0.0042,303,"[[600, 0.0], [303, 0.0014], [303, 0.0042]]"
high_thetas,600,20,2,0.0324,103,"[[600, 0.0], [300, 0.0014], [150, 0.0046], [112, 0.0109], [107, 0.0183], [104, 0.0253], [103, 0.0324], [103, 0.0324]]"
betweenness,600,20,3,1.1469,305,"[[600, 0.0], [305, 0.2845], [305, 1.1469]]"
degree,600,20,3,0.0096,306,"[[600, 0.0], [306, 0.0024], [306, 0.0096]]"
degree_connected,600,20,3,0.5305,322,"[[600, 0.0], [322, 0.0824], [322, 0.5305]]"
degree_discount,600,20,3,0.0448,309,"[[600, 0.0], [309, 0.009], [309, 0.0448]]"
degree_threshold,600,20,3,0.0028,302,"[[600, 0.0], [302, 0.0014], [302, 0.0028]]"
high_thetas,600,20,3,0.0367,122,"[[600, 0.0], [300, 0.0016], [150, 0.0052], [131, 0.0138], [126, 0.0228], [123, 0.0298], [122, 0.0367], [122, 0.0367]]"
betweenness,600,20,7,1.1668,305,"[[600, 0.0], [305, 0.2923], [305, 1.1668]]"
degree,600,20,7,0.009,306,"[[600, 0.0], [306, 0.0023], [306, 0.0089]]"
degree_connected,600,20,7,0.3335,306,"[[600, 0.0], [306, 0.0824], [306, 0.3335]]"
degree_discount,600,20,7,0.0558,324,"[[600, 0.0], [324, 0.0099], [324, 0.0558]]"
degree_threshold,600,20,7,0.0043,303,"[[600, 0.0], [303, 0.0015], [303, 0.0043]]"
high_thetas,600,20,7,0.0343,110,"[[600, 0.0], [300, 0.0014], [150, 0.005], [112, 0.0136], [110, 0.0343], [110, 0.0343]]"
betweenness,600,20,13,1.446,318,"[[600, 0.0], [322, 0.2883], [318, 0.5799], [318, 1.446]]"
degree,600,20,13,0.0118,324,"[[600, 0.0], [324, 0.002], [324, 0.0118]]"
degree_connected,600,20,13,0.5405,325,"[[600, 0.0], [325, 0.0834], [325, 0.5405]]"
degree_discount,600,20,13,0.0358,307,"[[600, 0.0], [307, 0.0091], [307, 0.0358]]"
degree_threshold,600,20,13,0.0138,157,"[[600, 0.0], [300, 0.0017], [157, 0.005], [157, 0.0138]]"
high_thetas,600,20,13,0.0539,86,"[[600, 0.0], [300, 0.0013], [150, 0.0041], [112, 0.0151], [93, 0.023], [88, 0.0365], [86, 0.0468], [86, 0.0539]]"
betweenness,600,20,17,1.1533,306,"[[600, 0.0], [306, 0.2925], [306, 1.1533]]"
degree,600,20,17,0.0078,306,"[[600, 0.0], [306, 0.002], [306, 0.0078]]"
degree_connected,600,20,17,0.3329,306,"[[600, 0.0], [306, 0.0822], [306, 0.3329]]"
degree_discount,600,20,17,0.0428,309,"[[600, 0.0], [309, 0.0091], [309, 0.0428]]"
degree_threshold,600,20,17,0.0028,302,"[[600, 0.0], [302, 0.0014], [302, 0.0028]]"
high_thetas,600,20,17,0.02,107,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.011], [107, 0.0187], [107, 0.02]]"
betweenness,600,20,42,1.1726,305,"[[600, 0.0], [305, 0.292], [305, 1.1726]]"
degree,600,20,42,0.0091,305,"[[600, 0.0], [305, 0.0023], [305, 0.0091]]"
degree_connected,600,20,42,0.3337,305,"[[600, 0.0], [305, 0.0826], [305, 0.3337]]"
degree_discount,600,20,42,0.0342,307,"[[600, 0.0], [307, 0.0086], [307, 0.0342]]"
degree_threshold,600,20,42,0.0107,154,"[[600, 0.0], [300, 0.0017], [154, 0.0047], [154, 0.0107]]"
high_thetas,600,20,42,0.0325,105,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.0115], [107, 0.0211], [105, 0.0325], [105, 0.0325]]"
betweenness,600,20,53,1.1563,307,"[[600, 0.0], [307, 0.2862], [307, 1.1563]]"
degree,600,20,53,0.0087,307,"[[600, 0.0], [307, 0.0022], [307, 0.0087]]"
degree_connected,600,20,53,0.3335,307,"[[600, 0.0], [307, 0.0822], [307, 0.3335]]"
degree_discount,600,20,53,0.0338,307,"[[600, 0.0], [307, 0.0085], [307, 0.0338]]"
degree_threshold,600,20,53,0.0042,303,"[[600, 0.0], [303, 0.0014], [303, 0.0042]]"
high_thetas,600,20,53,0.0361,96,"[[600, 0.0], [300, 0.0013], [150, 0.0041], [112, 0.0093], [102, 0.0169], [97, 0.0253], [96, 0.0361], [96, 0.0361]]"
betweenness,600,20,99,1.4391,309,"[[600, 0.0], [309, 0.2878], [309, 1.4391]]"
degree,600,20,99,0.011,309,"[[600, 0.0], [309, 0.0022], [309, 0.011]]"
degree_connected,600,20,99,0.4179,309,"[[600, 0.0], [309, 0.0816], [309, 0.4179]]"
degree_discount,600,20,99,0.0334,308,"[[600, 0.0], [308, 0.0084], [308, 0.0334]]"
degree_threshold,600,20,99,0.0049,303,"[[600, 0.0], [303, 0.0017], [303, 0.0049]]"
high_thetas,600,20,99,0.0442,126,"[[600, 0.0], [300, 0.0013], [150, 0.0054], [131, 0.015], [126, 0.0264], [126, 0.0442]]"
betweenness,600,20,101,1.737,323,"[[600, 0.0], [323, 0.2893], [323, 1.737]]"
degree,600,20,101,0.0118,325,"[[600, 0.0], [325, 0.002], [325, 0.0118]]"
degree_connected,600,20,101,0.5339,325,"[[600, 0.0], [325, 0.0825], [325, 0.5339]]"
degree_discount,600,20,101,0.0495,328,"[[600, 0.0], [339, 0.008], [328, 0.0163], [328, 0.0495]]"
degree_threshold,600,20,101,0.0055,306,"[[600, 0.0], [306, 0.0014], [306, 0.0055]]"
high_thetas,600,20,101,0.0319,106,"[[600, 0.0], [300, 0.0013], [150, 0.0044], [112, 0.0107], [107, 0.0207], [106, 0.0319], [106, 0.0319]]"
betweenness,1000,1,1,5.8799,275,"[[1000, 0.0], [500, 0.8311], [294, 1.6765], [283, 3.3625], [277, 4.1983], [275, 5.8799], [275, 5.8799]]"
degree,1000,1,1,0.1267,189,"[[1000, 0.0], [500, 0.0054], [250, 0.0212], [189, 0.0409], [189, 0.1267]]"
degree_connected,1000,1,1,1.0504,190,"[[1000, 0.0], [500, 0.3366], [250, 0.4578], [190, 0.5156], [190, 1.0504]]"
degree_discount,1000,1,1,0.0388,501,"[[1000, 0.0], [503, 0.0196], [501, 0.0388], [501, 0.0388]]"
degree_threshold,1000,1,1,0.1561,100,"[[1000, 0.0], [500, 0.0032], [250, 0.0088], [125, 0.0217], [109, 0.0869], [101, 0.1044], [100, 0.1561], [100, 0.1561]]"
high_thetas,1000,1,1,0.132,137,"[[1000, 0.0], [500, 0.0023], [250, 0.0072], [187, 0.0198], [156, 0.0343], [140, 0.0588], [138, 0.0991], [137, 0.132], [137, 0.132]]"
betweenness,1000,1,2,4.2342,257,"[[1000, 0.0], [500, 0.8409], [257, 1.6937], [257, 4.2342]]"
degree,1000,1,2,0.0931,194,"[[1000, 0.0], [500, 0.0055], [250, 0.0163], [194, 0.0495], [194, 0.0931]]"
degree_connected,1000,1,2,0.8448,194,"[[1000, 0.0], [500, 0.3368], [250, 0.4542], [194, 0.5913], [194, 0.8448]]"
degree_discount,1000,1,2,0.3383,178,"[[1000, 0.0], [500, 0.0178], [250, 0.0464], [178, 0.1033], [178, 0.3383]]"
degree_threshold,1000,1,2,0.1775,69,"[[1000, 0.0], [500, 0.0028], [250, 0.0098], [125, 0.0225], [69, 0.0719], [69, 0.1775]]"
high_thetas,1000,1,2,0.0729,176,"[[1000, 0.0], [500, 0.0023], [250, 0.0084], [187, 0.0221], [179, 0.0406], [177, 0.0576], [176, 0.0729], [176, 0.0729]]"
betweenness,1000,1,3,8.554,60,"[[1000, 0.0], [500, 0.8244], [250, 1.6753], [125, 2.5234], [62, 3.411], [60, 7.693], [60, 8.554]]"
degree,1000,1,3,0.3211,66,"[[1000, 0.0], [500, 0.005], [250, 0.0146], [125, 0.0341], [93, 0.0985], [77, 0.1324], [69, 0.1785], [67, 0.2667], [66, 0.3211], [66, 0.3211]]"
degree_connected,1000,1,3,0.8801,65,"[[1000, 0.0], [500, 0.336], [250, 0.4522], [125, 0.5064], [93, 0.6009], [77, 0.6568], [69, 0.7202], [65, 0.7888], [65, 0.8801]]"
degree_discount,1000,1,3,0.6318,74,"[[1000, 0.0], [500, 0.0196], [250, 0.046], [125, 0.0892], [93, 0.1742], [77, 0.2566], [75, 0.5275], [74, 0.6318], [74, 0.6318]]"
degree_threshold,1000,1,3,0.2403,49,"[[1000, 0.0], [500, 0.0035], [250, 0.0103], [125, 0.0219], [62, 0.0504], [54, 0.1205], [50, 0.1686], [49, 0.2403], [49, 0.2403]]"
high_thetas,1000,1,3,0.0906,191,"[[1000, 0.0], [500, 0.0027], [250, 0.008], [218, 0.0239], [202, 0.0351], [194, 0.0471], [192, 0.0737], [191, 0.0906], [191, 0.0906]]"
betweenness,1000,1,7,2.5343,252,"[[1000, 0.0], [500, 0.8388], [252, 1.6927], [252, 2.5343]]"
degree,1000,1,7,0.0245,252,"[[1000, 0.0], [500, 0.0049], [252, 0.0148], [252, 0.0245]]"
degree_connected,1000,1,7,0.5716,252,"[[1000, 0.0], [500, 0.338], [252, 0.4547], [252, 0.5716]]"
degree_discount,1000,1,7,0.0386,502,"[[1000, 0.0], [502, 0.0199], [502, 0.0386]]"
degree_threshold,1000,1,7,0.0322,127,"[[1000, 0.0], [500, 0.0028], [250, 0.0088], [127, 0.0208], [127, 0.0322]]"
high_thetas,1000,1,7,0.1038,147,"[[1000, 0.0], [500, 0.0022], [250, 0.0075], [187, 0.0219], [156, 0.0384], [148, 0.0687], [147, 0.1038], [147, 0.1038]]"
betweenness,1000,1,13,3.3505,505,"[[1000, 0.0], [505, 0.8286], [505, 3.3505]]"
degree,1000,1,13,0.0543,259,"[[1000, 0.0], [500, 0.0053], [259, 0.0155], [259, 0.0543]]"
degree_connected,1000,1,13,0.9494,259,"[[1000, 0.0], [500, 0.3404], [259, 0.4583], [259, 0.9494]]"
degree_discount,1000,1,13,0.0372,502,"[[1000, 0.0], [502, 0.0184], [502, 0.0371]]"
degree_threshold,1000,1,13,0.0573,131,"[[1000, 0.0], [500, 0.0028], [250, 0.0092], [131, 0.0215], [131, 0.0573]]"
high_thetas,1000,1,13,0.1067,135,"[[1000, 0.0], [500, 0.0023], [250, 0.0067], [187, 0.0259], [156, 0.0366], [140, 0.0526], [136, 0.079], [135, 0.1067], [135, 0.1067]]"
betweenness,1000,1,17,4.2183,176,"[[1000, 0.0], [500, 0.8372], [250, 1.677], [224, 2.5227], [176, 3.3722], [176, 4.2183]]"
degree,1000,1,17,0.025,252,"[[1000, 0.0], [500, 0.0046], [252, 0.0148], [252, 0.025]]"
degree_connected,1000,1,17,0.571,252,"[[1000, 0.0], [500, 0.3363], [252, 0.453], [252, 0.571]]"
degree_discount,1000,1,17,0.0763,252,"[[1000, 0.0], [500, 0.0199], [252, 0.049], [252, 0.0763]]"
degree_threshold,1000,1,17,0.0289,127,"[[1000, 0.0], [500, 0.0027], [250, 0.0079], [127, 0.0184], [127, 0.0289]]"
high_thetas,1000,1,17,0.084,164,"[[1000, 0.0], [500, 0.0022], [250, 0.0073], [187, 0.0195], [171, 0.0353], [167, 0.0526], [165, 0.0683], [164, 0.084], [164, 0.084]]"
betweenness,1000,1,42,4.2214,255,"[[1000, 0.0], [500, 0.8455], [255, 1.682], [255, 4.2214]]"
degree,1000,1,42,0.1349,135,"[[1000, 0.0], [500, 0.0045], [250, 0.0154], [135, 0.0406], [135, 0.1349]]"
degree_connected,1000,1,42,0.7456,135,"[[1000, 0.0], [500, 0.3365], [250, 0.4544], [135, 0.5133], [135, 0.7456]]"
degree_discount,1000,1,42,0.3469,150,"[[1000, 0.0], [500, 0.0176], [250, 0.044], [206, 0.1058], [165, 0.1577], [150, 0.2092], [150, 0.3469]]"
degree_threshold,1000,1,42,0.1439,82,"[[1000, 0.0], [500, 0.0028], [250, 0.0084], [125, 0.0211], [93, 0.0546], [82, 0.0785], [82, 0.1439]]"
high_thetas,1000,1,42,0.0997,161,"[[1000, 0.0], [500, 0.0022], [250, 0.0079], [187, 0.0197], [171, 0.0435], [163, 0.0636], [161, 0.0938], [161, 0.0997]]"
betweenness,1000,1,53,8.6692,66,"[[1000, 0.0], [500, 0.8438], [250, 1.6868], [125, 2.5345], [93, 4.2578], [77, 5.1264], [69, 6.0214], [67, 7.7674], [66, 8.6692], [66, 8.6692]]"
degree,1000,1,53,0.264,65,"[[1000, 0.0], [500, 0.0041], [250, 0.0125], [125, 0.0289], [93, 0.0812], [77, 0.1154], [69, 0.1627], [65, 0.2151], [65, 0.264]]"
degree_connected,1000,1,53,0.8546,65,"[[1000, 0.0], [500, 0.3368], [250, 0.4525], [125, 0.5045], [93, 0.5894], [77, 0.6373], [69, 0.7051], [65, 0.7763], [65, 0.8546]]"
degree_discount,1000,1,53,0.4825,62,"[[1000, 0.0], [500, 0.0171], [250, 0.0419], [125, 0.0848], [62, 0.2138], [62, 0.4825]]"
degree_threshold,1000,1,53,0.2709,39,"[[1000, 0.0], [500, 0.0027], [250, 0.0079], [125, 0.0171], [62, 0.0369], [46, 0.0847], [42, 0.1516], [40, 0.2085], [39, 0.2709], [39, 0.2709]]"
high_thetas,1000,1,53,0.19,114,"[[1000, 0.0], [500, 0.0022], [250, 0.0066], [125, 0.0315], [117, 0.0802], [115, 0.1456], [114, 0.19], [114, 0.19]]"
betweenness,1000,1,99,3.3478,508,"[[1000, 0.0], [508, 0.8385], [508, 3.3478]]"
degree,1000,1,99,0.0216,508,"[[1000, 0.0], [508, 0.0046], [508, 0.0216]]"
degree_connected,1000,1,99,1.3589,508,"[[1000, 0.0], [508, 0.3357], [508, 1.3589]]"
degree_discount,1000,1,99,0.1984,297,"[[1000, 0.0], [500, 0.02], [297, 0.048], [297, 0.1984]]"
degree_threshold,1000,1,99,0.0792,154,"[[1000, 0.0], [500, 0.0036], [250, 0.0109], [154, 0.0241], [154, 0.0792]]"
high_thetas,1000,1,99,0.1026,185,"[[1000, 0.0], [500, 0.0022], [250, 0.009], [187, 0.0365], [185, 0.0898], [185, 0.1026]]"
betweenness,1000,1,101,8.5371,104,"[[1000, 0.0], [500, 0.8391], [250, 1.6838], [125, 2.5396], [109, 5.1121], [105, 6.8257], [104, 8.5371], [104, 8.5371]]"
degree,1000,1,101,0.1682,131,"[[1000, 0.0], [500, 0.005], [250, 0.0154], [207, 0.0324], [166, 0.0533], [145, 0.0776], [135, 0.1019], [132, 0.1433], [131, 0.1682], [131, 0.1682]]"
degree_connected,1000,1,101,0.8823,112,"[[1000, 0.0], [500, 0.3371], [250, 0.4547], [125, 0.5157], [117, 0.7194], [113, 0.7766], [112, 0.8823], [112, 0.8823]]"
degree_discount,1000,1,101,0.3427,169,"[[1000, 0.0], [500, 0.017], [250, 0.044], [229, 0.085], [177, 0.1192], [170, 0.2315], [169, 0.3427], [169, 0.3427]]"
degree_threshold,1000,1,101,0.2302,54,"[[1000, 0.0], [500, 0.0028], [250, 0.0084], [125, 0.019], [62, 0.0498], [54, 0.143], [54, 0.2302]]"
high_thetas,1000,1,101,0.048,163,"[[1000, 0.0], [500, 0.0022], [250, 0.0078], [187, 0.0174], [171, 0.0305], [163, 0.0435], [163, 0.048]]"
betweenness,1000,5,1,2.5032,504,"[[1000, 0.0], [504, 0.836], [504, 2.5032]]"
degree,1000,5,1,0.0147,504,"[[1000, 0.0], [504, 0.0049], [504, 0.0147]]"
degree_connected,1000,5,1,1.0148,504,"[[1000, 0.0], [504, 0.3368], [504, 1.0148]]"
degree_discount,1000,5,1,0.0577,503,"[[1000, 0.0], [503, 0.0191], [503, 0.0577]]"
degree_threshold,1000,5,1,0.0179,253,"[[1000, 0.0], [500, 0.0032], [253, 0.0081], [253, 0.0179]]"
high_thetas,1000,5,1,0.1258,137,"[[1000, 0.0], [500, 0.0023], [250, 0.0073], [187, 0.02], [156, 0.0338], [140, 0.0598], [138, 0.0976], [137, 0.1258], [137, 0.1258]]"
betweenness,1000,5,2,2.5516,504,"[[1000, 0.0], [504, 0.85], [504, 2.5516]]"
degree,1000,5,2,0.0137,504,"[[1000, 0.0], [504, 0.0046], [504, 0.0137]]"
degree_connected,1000,5,2,1.0147,504,"[[1000, 0.0], [504, 0.337], [504, 1.0147]]"
degree_discount,1000,5,2,0.0361,501,"[[1000, 0.0], [502, 0.0181], [501, 0.0361], [501, 0.0361]]"
degree_threshold,1000,5,2,0.0211,254,"[[1000, 0.0], [500, 0.0032], [254, 0.0095], [254, 0.0211]]"
high_thetas,1000,5,2,0.0486,171,"[[1000, 0.0], [500, 0.0023], [250, 0.0084], [187, 0.0224], [171, 0.0425], [171, 0.0486]]"
betweenness,1000,5,3,2.5119,503,"[[1000, 0.0], [503, 0.8441], [503, 2.5119]]"
degree,1000,5,3,0.0133,503,"[[1000, 0.0], [503, 0.0045], [503, 0.0133]]"
degree_connected,1000,5,3,1.0095,503,"[[1000, 0.0], [503, 0.3353], [503, 1.0095]]"
degree_discount,1000,5,3,0.035,501,"[[1000, 0.0], [502, 0.0176], [501, 0.035], [501, 0.035]]"
degree_threshold,1000,5,3,0.0054,502,"[[1000, 0.0], [502, 0.0027], [502, 0.0054]]"
high_thetas,1000,5,3,0.0764,192,"[[1000, 0.0], [500, 0.0026], [250, 0.0079], [218, 0.024], [202, 0.0349], [194, 0.0473], [192, 0.0661], [192, 0.0764]]"
betweenness,1000,5,7,2.5157,503,"[[1000, 0.0], [503, 0.84], [503, 2.5157]]"
degree,1000,5,7,0.0123,503,"[[1000, 0.0], [503, 0.0042], [503, 0.0123]]"
degree_connected,1000,5,7,1.0097,503,"[[1000, 0.0], [503, 0.3353], [503, 1.0097]]"
degree_discount,1000,5,7,0.056,503,"[[1000, 0.0], [503, 0.0188], [503, 0.056]]"
degree_threshold,1000,5,7,0.0186,253,"[[1000, 0.0], [500, 0.0028], [253, 0.0081], [253, 0.0186]]"
high_thetas,1000,5,7,0.1053,146,"[[1000, 0.0], [500, 0.0022], [250, 0.0075], [187, 0.0209], [156, 0.0373], [148, 0.0666], [146, 0.1002], [146, 0.1053]]"
betweenness,1000,5,13,3.3512,505,"[[1000, 0.0], [505, 0.8383], [505, 3.3512]]"
degree,1000,5,13,0.0133,504,"[[1000, 0.0], [504, 0.0045], [504, 0.0133]]"
degree_connected,1000,5,13,1.0263,504,"[[1000, 0.0], [504, 0.3405], [504, 1.0263]]"
degree_discount,1000,5,13,0.068,506,"[[1000, 0.0], [507, 0.0163], [506, 0.0338], [506, 0.068]]"
degree_threshold,1000,5,13,0.0203,254,"[[1000, 0.0], [500, 0.0032], [254, 0.0089], [254, 0.0203]]"
high_thetas,1000,5,13,0.1096,135,"[[1000, 0.0], [500, 0.0023], [250, 0.0068], [187, 0.026], [156, 0.0368], [140, 0.0513], [136, 0.0804], [135, 0.1096], [135, 0.1096]]"
betweenness,1000,5,17,8.4865,213,"[[1000, 0.0], [500, 0.8425], [250, 1.6939], [229, 2.5427], [216, 5.087], [214, 7.6356], [213, 8.4865], [213, 8.4865]]"
degree,1000,5,17,0.0262,252,"[[1000, 0.0], [500, 0.0046], [252, 0.0155], [252, 0.0262]]"
degree_connected,1000,5,17,0.5723,252,"[[1000, 0.0], [500, 0.3366], [252, 0.4539], [252, 0.5723]]"
degree_discount,1000,5,17,0.17,262,"[[1000, 0.0], [500, 0.0195], [262, 0.0484], [262, 0.17]]"
degree_threshold,1000,5,17,0.0316,127,"[[1000, 0.0], [500, 0.0028], [250, 0.0082], [127, 0.0199], [127, 0.0316]]"
high_thetas,1000,5,17,0.0751,162,"[[1000, 0.0], [500, 0.0023], [250, 0.0076], [187, 0.0201], [171, 0.0368], [163, 0.0531], [162, 0.0751], [162, 0.0751]]"
betweenness,1000,5,42,2.5148,503,"[[1000, 0.0], [503, 0.8348], [503, 2.5148]]"
degree,1000,5,42,0.0125,503,"[[1000, 0.0], [503, 0.0042], [503, 0.0125]]"
degree_connected,1000,5,42,1.0104,503,"[[1000, 0.0], [503, 0.3363], [503, 1.0104]]"
degree_discount,1000,5,42,0.0518,503,"[[1000, 0.0], [504, 0.0179], [503, 0.0518], [503, 0.0518]]"
degree_threshold,1000,5,42,0.0191,253,"[[1000, 0.0], [500, 0.0029], [253, 0.0084], [253, 0.0191]]"
high_thetas,1000,5,42,0.116,160,"[[1000, 0.0], [500, 0.0023], [250, 0.0081], [187, 0.0201], [171, 0.0454], [163, 0.067], [161, 0.0938], [160, 0.116], [160, 0.116]]"
betweenness,1000,5,53,8.6267,73,"[[1000, 0.0], [500, 0.8405], [250, 1.6859], [125, 2.5315], [93, 4.2502], [77, 5.118], [73, 6.8501], [73, 8.6267]]"
degree,1000,5,53,0.3078,66,"[[1000, 0.0], [500, 0.0045], [250, 0.0136], [125, 0.0311], [93, 0.0877], [77, 0.1234], [69, 0.1761], [67, 0.2535], [66, 0.3078], [66, 0.3078]]"
degree_connected,1000,5,53,0.8581,70,"[[1000, 0.0], [500, 0.3352], [250, 0.4508], [125, 0.5035], [93, 0.5925], [77, 0.6436], [73, 0.7413], [71, 0.8], [70, 0.8581], [70, 0.8581]]"
degree_discount,1000,5,53,0.6242,67,"[[1000, 0.0], [500, 0.0175], [250, 0.0465], [125, 0.091], [93, 0.2059], [77, 0.302], [69, 0.4132], [67, 0.5771], [67, 0.6242]]"
degree_threshold,1000,5,53,0.2327,41,"[[1000, 0.0], [500, 0.0028], [250, 0.0084], [125, 0.0186], [62, 0.0396], [46, 0.0917], [42, 0.1571], [41, 0.2327], [41, 0.2327]]"
high_thetas,1000,5,53,0.1595,119,"[[1000, 0.0], [500, 0.0022], [250, 0.0067], [125, 0.0341], [121, 0.0982], [119, 0.1366], [119, 0.1595]]"
betweenness,1000,5,99,3.3791,508,"[[1000, 0.0], [508, 0.8426], [508, 3.3791]]"
degree,1000,5,99,0.019,508,"[[1000, 0.0], [508, 0.0051], [508, 0.019]]"
degree_connected,1000,5,99,1.3582,508,"[[1000, 0.0], [508, 0.3355], [508, 1.3582]]"
degree_discount,1000,5,99,0.0703,508,"[[1000, 0.0], [509, 0.0181], [508, 0.0359], [508, 0.0703]]"
degree_threshold,1000,5,99,0.0063,502,"[[1000, 0.0], [502, 0.0032], [502, 0.0063]]"
high_thetas,1000,5,99,0.123,191,"[[1000, 0.0], [500, 0.0023], [250, 0.0083], [218, 0.0336], [202, 0.0501], [194, 0.0679], [192, 0.1015], [191, 0.123], [191, 0.123]]"
betweenness,1000,5,101,8.5408,202,"[[1000, 0.0], [500, 0.8456], [250, 1.6979], [202, 2.5588], [202, 8.5408]]"
degree,1000,5,101,0.1215,219,"[[1000, 0.0], [500, 0.0055], [250, 0.017], [227, 0.0327], [220, 0.0861], [219, 0.1215], [219, 0.1215]]"
degree_connected,1000,5,101,1.1545,222,"[[1000, 0.0], [500, 0.3385], [250, 0.4572], [222, 0.5088], [222, 1.1545]]"
degree_discount,1000,5,101,0.0341,502,"[[1000, 0.0], [502, 0.0173], [502, 0.0341]]"
degree_threshold,1000,5,101,0.1648,75,"[[1000, 0.0], [500, 0.0027], [250, 0.0083], [125, 0.02], [93, 0.0583], [77, 0.0789], [75, 0.1445], [75, 0.1648]]"
high_thetas,1000,5,101,0.0506,163,"[[1000, 0.0], [500, 0.0022], [250, 0.008], [187, 0.0179], [171, 0.0319], [163, 0.046], [163, 0.0506]]"
betweenness,1000,10,1,3.3125,505,"[[1000, 0.0], [505, 0.8217], [505, 3.3125]]"
degree,1000,10,1,0.02,505,"[[1000, 0.0], [505, 0.005], [505, 0.02]]"
degree_connected,1000,10,1,1.3555,505,"[[1000, 0.0], [505, 0.3363], [505, 1.3555]]"
degree_discount,1000,10,1,0.0685,518,"[[1000, 0.0], [530, 0.0176], [518, 0.0347], [518, 0.0685]]"
degree_threshold,1000,10,1,0.0196,253,"[[1000, 0.0], [500, 0.0036], [253, 0.009], [253, 0.0196]]"
high_thetas,1000,10,1,0.1047,138,"[[1000, 0.0], [500, 0.0023], [250, 0.0073], [187, 0.0174], [156, 0.0318], [140, 0.0574], [138, 0.0975], [138, 0.1047]]"
betweenness,1000,10,2,3.3941,506,"[[1000, 0.0], [506, 0.844], [506, 3.3941]]"
degree,1000,10,2,0.0186,506,"[[1000, 0.0], [506, 0.0047], [506, 0.0186]]"
degree_connected,1000,10,2,1.3536,506,"[[1000, 0.0], [506, 0.3358], [506, 1.3536]]"
degree_discount,1000,10,2,0.0512,503,"[[1000, 0.0], [503, 0.0171], [503, 0.0512]]"
degree_threshold,1000,10,2,0.0056,502,"[[1000, 0.0], [502, 0.0029], [502, 0.0056]]"
high_thetas,1000,10,2,0.0757,180,"[[1000, 0.0], [500, 0.0023], [250, 0.0084], [187, 0.0224], [183, 0.0452], [181, 0.0605], [180, 0.0757], [180, 0.0757]]"
betweenness,1000,10,3,2.5268,504,"[[1000, 0.0], [504, 0.848], [504, 2.5268]]"
degree,1000,10,3,0.0164,505,"[[1000, 0.0], [505, 0.0041], [505, 0.0164]]"
degree_connected,1000,10,3,1.352,505,"[[1000, 0.0], [505, 0.335], [505, 1.352]]"
degree_discount,1000,10,3,0.0495,504,"[[1000, 0.0], [504, 0.0169], [504, 0.0495]]"
degree_threshold,1000,10,3,0.0055,502,"[[1000, 0.0], [502, 0.0028], [502, 0.0055]]"
high_thetas,1000,10,3,0.0732,192,"[[1000, 0.0], [500, 0.0026], [250, 0.008], [218, 0.0231], [202, 0.0348], [194, 0.048], [192, 0.0687], [192, 0.0732]]"
betweenness,1000,10,7,3.3742,506,"[[1000, 0.0], [506, 0.8507], [506, 3.3742]]"
degree,1000,10,7,0.0151,505,"[[1000, 0.0], [505, 0.0038], [505, 0.0151]]"
degree_connected,1000,10,7,1.3542,505,"[[1000, 0.0], [505, 0.3369], [505, 1.3542]]"
degree_discount,1000,10,7,0.0741,506,"[[1000, 0.0], [506, 0.018], [506, 0.0741]]"
degree_threshold,1000,10,7,0.0048,502,"[[1000, 0.0], [502, 0.0024], [502, 0.0048]]"
high_thetas,1000,10,7,0.113,149,"[[1000, 0.0], [500, 0.0022], [250, 0.0075], [187, 0.0217], [156, 0.0396], [152, 0.0675], [150, 0.0895], [149, 0.113], [149, 0.113]]"
betweenness,1000,10,13,3.3413,505,"[[1000, 0.0], [505, 0.839], [505, 3.3413]]"
degree,1000,10,13,0.0167,505,"[[1000, 0.0], [505, 0.0042], [505, 0.0167]]"
degree_connected,1000,10,13,1.3683,505,"[[1000, 0.0], [505, 0.3403], [505, 1.3683]]"
degree_discount,1000,10,13,0.0648,506,"[[1000, 0.0], [506, 0.0162], [506, 0.0648]]"
degree_threshold,1000,10,13,0.0258,255,"[[1000, 0.0], [500, 0.0032], [255, 0.009], [255, 0.0258]]"
high_thetas,1000,10,13,0.0963,136,"[[1000, 0.0], [500, 0.0023], [250, 0.0067], [187, 0.0252], [156, 0.0361], [140, 0.0508], [136, 0.0793], [136, 0.0963]]"
betweenness,1000,10,17,1.6715,502,"[[1000, 0.0], [502, 0.8418], [502, 1.6715]]"
degree,1000,10,17,0.0091,502,"[[1000, 0.0], [502, 0.0046], [502, 0.0091]]"
degree_connected,1000,10,17,0.6728,502,"[[1000, 0.0], [502, 0.336], [502, 0.6728]]"
